id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"az900-020","2","Y","","1.63","Y","mysql","mysql|postgresql","","","42","","2","A team wants a MANAGED open-source relational database service for MySQL or Post"
"az900-063","2","Y","","1.46","Y","handles","handles|accounts|per-account","","","40","","2","An admin compares Managed vs Unmanaged disks in Azure. Managed: Azure handles th"
"az900-067","2","Y","","1.45","Y","identity","identity|boundary|billing|scope","","","50","","2","An admin compares two foundational Azure concepts: (A) a dedicated identity / di"
"az900-079","2","Y","","1.43","Y","registry","registry","","","23","","2","A platform team needs a PRIVATE container registry hosted on Azure: OCI-complian"
"az900-065","2","Y","","1.36","Y","well-architected","well-architected","","","42","","2","An architect runs an evaluation of an existing workload against the 5 Well-Archi"
"az900-032","2","Y","","1.34","Y","target","target|plane","","","40","","2","Azure exposes the SAME resource management plane through MULTIPLE clients: a bro"
"az900-008","2","Y","","1.33","Y","arm","arm","","","46","","2","Every action against Azure resources — create, read, update, delete — goes throu"
"az900-045","2","Y","","1.33","Y","analytics","analytics","","","45","","2","An analytics team wants ONE Azure platform that combines (a) MPP SQL Pools (data"
"az900-074","2","Y","","1.33","Y","compliance","compliance|portal","","","44","","2","A compliance officer wants ONE unified portal covering (a) compliance posture ac"
"az900-080","2","Y","","1.31","Y","code","code|configuration","","","30","","2","In Azure's shared-responsibility model for PaaS (App Service, Functions, Cosmos "
"az900-022","2","Y","","1.26","Y","kubernetes","kubernetes","","","46","","2","A platform team wants to run containerised microservices on Kubernetes WITHOUT m"
"az900-026","2","Y","","1.21","Y","udp","udp|waf","","","43","","2","An architect compares two Azure load balancers: (A) operates at TCP/UDP (Layer 4"
"az900-053","2","Y","","1.21","Y","bot","bot","","","36","","2","A team wants to build a chatbot that integrates with Microsoft Teams, Slack, web"
"az900-030","2","Y","","1.18","Y","hardware","hardware","","","37","","2","A finance team migrating to cloud asks how the spending profile changes. On-prem"
"az900-055","2","Y","","1.15","Y","adoption","adoption","","","37","","2","An enterprise starting Azure adoption wants Microsoft's structured methodology c"
"az900-050","2","","Y","0.82","Y","stack","stack","","","43","","2","A defence customer needs to run Azure services on-prem in their air-gapped facil"
"az900-024","2","","Y","0.78","Y","app","app","","","46","","2","A team wants to deploy a Node.js / .NET / Python web app to Azure WITHOUT managi"
"az900-062","2","","Y","0.57","Y","batch","batch","","","32","","2","A research team needs to run thousands of parallel compute jobs (Monte-Carlo, ba"
"az900-059","1","Y","","1.56","","","","","","44","","2","A security team adopts a published security guidance baseline for Azure aligned "
"az900-034","1","Y","","1.41","","","","","","46","","2","A FinOps team wants ONE Azure tool that: (a) shows ACTUAL spend across services "
"az900-004","1","Y","","1.38","","","","","","18","","2","A storage account is configured with Geo-Zone-Redundant Storage (GZRS). How many"
"az900-071","1","","","1.3","Y","private","private|endpoint","","","44","","2","A VM in a VNet needs to reach an Azure Storage account so that (a) traffic goes "
"az900-044","1","Y","","1.24","","","","","","44","","2","A team wants a managed full-text + AI-enrichment search service: (a) crawl S3 / "
"az900-061","1","","","1.15","Y","fault","fault|update|domains|datacentre","","","43","","2","Two HA constructs in Azure: (A) groups VMs within the SAME datacentre but across"
"az900-068","1","","","1.14","Y","time-series","time-series|explorer|records|log|analytics","","","44","","2","Azure Monitor exposes telemetry in two distinct stores: (A) NUMERIC, time-series"
"az900-046","1","","","1.1","Y","infra","infra","","","51","","2","A finance team is comparing cloud deployment models. (a) Customer rents shared i"
"az900-012","1","","","1.04","Y","availability","availability","","","27","","2","An SLA document from Microsoft for Azure SQL Database lists '99.99% monthly avai"
"az900-076","1","","","1.04","Y","bash-friendly","bash-friendly|cross-platform","","","35","","2","Two CLI tools both manage Azure resources: (A) Bash-friendly, `az` verb-noun com"
"az900-011","1","","","1.03","Y","aws","aws|gcp","","","46","","2","A CISO wants ONE managed service that delivers: (a) security-posture score acros"
"az900-072","1","","","1.03","Y","free","free|days","","","48","","2","A new Azure customer signs up. The offer they activate gives them $200 in credit"
"az900-085","1","","","1.03","Y","adoption","adoption","","","40","","2","An enterprise is planning a large-scale migration to Azure and wants a prescript"
"az900-086","1","","","1.03","Y","recommendations","recommendations","","","34","","2","Finance asks you to track Azure spending, set alert thresholds per subscription,"
"az900-049","1","","","1.02","Y","free","free|days|always-free","","","48","","2","A new Azure customer with no existing Azure spend wants to evaluate the platform"
