id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"ms-700-012","2","Y","","1.23","Y","groups","groups|group|security","","","66","","4","Your security team requires that every new Microsoft 365 group created from Micr"
"ms-700-004","2","Y","","1.16","Y","block","block","","","39","","4","You must allow employees of partnerco.com to chat with your users in Microsoft T"
"ms-700-008","1","Y","","1.48","","","","","","48","","4","An admin must give a remote PowerShell script the right to add and remove member"
"ms-700-001","1","","","1.33","Y","tool","tool|office","","","44","","4","Contoso plans to deploy Microsoft Teams. Network engineers must verify that ever"
"ms-700-011","1","Y","","1.3","","","","","","48","","4","After enabling Microsoft Teams calling for a pilot, you must investigate a user'"
"ms-700-010","1","Y","","1.19","","","","","","36","","4","You publish a custom line-of-business app to the Teams catalog and want it pre-i"
"ms-700-006","1","","","1.06","Y","calling","calling","","","46","","4","Your organization assigns Microsoft Teams Phone Standard licenses to 200 users i"
"ms-700-007","1","","","1.01","Y","bypass","bypass|lobby","","","63","","4","A meeting organizer reports that anonymous participants from a partner organizat"
"ms-700-009","1","","Y","0.64","","","","","","49","","4","A trainer needs to invite 1,200 external attendees to a one-time keynote. Attend"
"ms-700-003","0","","","1.1","","","","","","47","","4","A compliance officer at Fabrikam must prevent members of the Sales team from sen"
"ms-700-005","0","","","0.98","","","","","","45","","4","Front-line workers at a retail chain need a simplified Teams experience that hid"
"ms-700-002","0","","","0.97","","","","","","58","","4","You are preparing a hybrid migration from Skype for Business Server on-premises "
