id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"az305-004","2","","","0.97","Y","os-level","os-level","Y","","37","","5","A company's operations team needs to collect OS-level performance metrics (custo"
"az305-014","2","","Y","0.81","","","","Y","","34","","5","A solutions architect needs to design high availability for an Azure SQL Databas"
"az305-039","2","","Y","0.81","","","","Y","","37","","5","A company's security team requires that all access to Azure Key Vault secrets fr"
"az305-055","2","","Y","0.64","","","","Y","","52","","5","A solutions architect needs to design a globally distributed application that ca"
"az305-044","2","","Y","0.63","","","","Y","","48","","5","A solutions architect must choose a database for storing user profiles in a soci"
"az305-043","1","","","1.07","Y","folder","folder|level","","","58","","5","An architect needs to design a storage solution for a data science team. The tea"
"az305-026","1","","","1.03","Y","low","low","","","35","","5","A solutions architect must design connectivity from an on-premises datacenter to"
"az305-057","1","","","0.95","","","","Y","","50","","5","An organization needs to implement an Azure governance model that assigns specif"
"az305-035","1","","","0.89","","","","Y","","36","","5","An architect is designing a solution for an application that processes financial"
"az305-027","1","","","0.88","Y","region","region","","","36","","5","A global e-commerce company needs to route user traffic to the nearest Azure reg"
"az305-041","1","","","0.85","Y","created","created|host","","","51","","5","An architect needs to design an Azure AD identity solution that allows external "
"az305-030","1","","Y","0.79","","","","","","45","","5","A company is planning to migrate 200 on-premises servers to Azure. The migration"
"az305-003","1","","Y","0.78","","","","","","35","","5","An architect needs to grant a team of junior developers access to create and man"
"az305-009","1","","Y","0.78","","","","","","39","","5","A solutions architect must ensure that all resource groups in a production subsc"
"az305-024","1","","Y","0.76","","","","","","34","","5","A company is migrating a monolithic .NET Framework 4.8 application to Azure. The"
"az305-008","1","","Y","0.75","","","","","","37","","5","A company wants to receive proactive alerts when their Azure costs exceed $10,00"
"az305-013","1","","Y","0.7","","","","","","42","","5","An architect is designing a BCDR solution for an on-premises application that mu"
"az305-031","1","","Y","0.7","","","","","","35","","5","An architect needs to migrate a 10 TB on-premises SQL Server database to Azure S"
"az305-051","1","","Y","0.7","","","","","","45","","5","A company wants to build a serverless event-driven architecture where order plac"
"az305-049","1","","Y","0.69","","","","","","35","","5","A company's compliance team requires that ALL changes to Azure resources (create"
"az305-020","1","","Y","0.68","","","","","","43","","5","An architect needs to choose a NoSQL database for a global e-commerce applicatio"
"az305-021","1","","Y","0.68","","","","","","37","","5","A retail company needs to ingest 50,000 IoT device events per second from sensor"
