id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"dp-420-004","1","","","1.12","Y","application","application","","","61","","4","You are enabling multi-region writes on an Azure Cosmos DB for NoSQL account tha"
"dp-420-010","1","","","1.1","Y","subnet","subnet","","","46","","4","A production Azure Cosmos DB for NoSQL container is being hit by an unauthentica"
"dp-420-007","1","","","1.04","Y","after","after","","","37","","3","A session-store container in Azure Cosmos DB for NoSQL must automatically purge "
"dp-420-005","1","","","1","Y","functions","functions","","","49","","3","A telemetry container in Azure Cosmos DB for NoSQL must stream every insert and "
"dp-420-001","1","","","0.95","Y","customerid","customerid|single-partition","","","61","","3","You are designing an Azure Cosmos DB for NoSQL container that will store ~50 GB "
"dp-420-006","1","","","0.9","Y","tenantid","tenantid|createdat","","","59","","3","A container in Azure Cosmos DB for NoSQL has a default indexing policy and the t"
"dp-420-009","0","","","1.08","","","","","","47","","4","An ASP.NET service co-located in the same Azure region as its Azure Cosmos DB fo"
"dp-420-002","0","","","1.05","","","","","","56","","3","A team running an Azure Cosmos DB for NoSQL workload has unpredictable, bursty t"
"dp-420-003","0","","","1.01","","","","","","56","","3","An online catalogue uses Azure Cosmos DB for NoSQL and the client requirements s"
"dp-420-008","0","","","1.01","","","","","","47","","4","Inside a single logical partition of an Azure Cosmos DB for NoSQL container, you"
