id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"az801-008","2","Y","","1.53","Y","migration","migration","","","52","","4","Your team must lift-and-shift 60 on-premises VMware virtual machines to Azure wi"
"az801-011","2","Y","","1.51","Y","session","session","","","63","","4","You are tightening administrative access to a tier-0 Windows Server 2022 jump ho"
"az801-022","2","Y","","1.27","Y","path","path|san|logs","","","28","","3","After a SAN firmware update, a CSV-backed Hyper-V cluster logs event 5120 (STATU"
"az801-006","1","Y","","1.36","","","","","","38","","4","You need to provide crash-consistent, application-consistent, and bare-metal rec"
"az801-021","1","","","1.2","Y","audited","audited|retrieval","","","31","","3","Every member server keeps a permanently enabled local Administrator account for "
"az801-005","1","","","1.14","Y","seconds","seconds","","","59","","4","Two Windows Server 2022 Hyper-V hosts in different datacentres replicate critica"
"az801-014","1","","","1.06","Y","drain","drain|patch|reboot","","","26","","3","Monthly patching of an 8-node Hyper-V cluster is manual: drain a node, patch, re"
"az801-018","1","","","1","Y","identity","identity","","","28","","3","The security team wants detection of identity attacks — Pass-the-Ticket, DCSync,"
"az801-019","1","","","0.98","Y","clients","clients","","","24","","3","A penetration test relayed SMB connections to a file server because clients nego"
"az801-020","1","","","0.92","Y","arc-enabled","arc-enabled","","","30","","3","200 on-premises and AWS-hosted Windows servers are Azure Arc-enabled. Compliance"
"az801-001","1","","","0.85","Y","privileged","privileged|accounts","","","51","","4","Your security team wants domain controllers to refuse to cache the credentials o"
"az801-016","1","","Y","0.41","","","","","","26","","3","Logons are slow and some GPOs apply inconsistently. You suspect AD replication p"
"az801-015","0","","","1.2","","","","","","23","","3","An administrator accidentally deleted an OU containing 60 user accounts. The AD "
"az801-002","0","","","1.12","","","","","","69","","4","A regulated workload running on Windows Server 2022 must be able to run only an "
"az801-009","0","","","1.1","","","","","","66","","4","You want a single Azure pane of glass that ingests performance counters, Windows"
"az801-017","0","","","1.05","","","","","","30","","3","Auditors require proof that the Azure Site Recovery DR plan for on-premises VMs "
"az801-003","0","","","1.03","","","","","","56","","4","You manage roughly 200 on-premises and multi-cloud servers that are connected to"
"az801-013","0","","","0.96","","","","","","27","","3","A two-node failover cluster spans two sites with no third site available for a f"
"az801-010","0","","","0.95","","","","","","41","","4","Users intermittently fail to authenticate against a Windows Server 2022 applicat"
"az801-004","0","","","0.85","","","","","","62","","4","You are designing a 4-node Storage Spaces Direct (S2D) hyper-converged failover "
"az801-007","0","","","0.85","","","","","","52","","4","You are migrating dozens of file servers from Windows Server 2012 R2 to Windows "
"az801-012","0","","","0.79","","","","","","52","","4","Your file server cluster reports the cluster service is degraded and intermitten"
