id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"sc-100-001","1","","","1.05","Y","workload","workload","","","31","","4","An organization adopting Zero Trust must enforce explicit verification on every "
"sc-100-007","1","","","1.04","Y","tls","tls|inspection","","","27","","4","A hub-and-spoke topology must inspect all spoke-to-spoke traffic and all outboun"
"sc-100-008","1","","","1.03","Y","session","session","","","29","","5","A CISO needs visibility into shadow IT use, session controls on sanctioned SaaS "
"sc-100-012","1","","","1.02","Y","mitre","mitre|coverage|tactics|techniques|gaps","","","38","","4","An organization wants threat intelligence and detection rules to be evaluated ag"
"sc-100-006","1","","","1.01","Y","servers","servers","","","29","","5","Hybrid Windows and Linux servers spread across Azure, AWS, and on-premises must "
"sc-100-016","1","","","1.01","Y","deployment","deployment|images","","","40","","4","Threat modeling for a payment microservice running on Azure Kubernetes Service m"
"sc-100-011","1","","","0.99","Y","privileged","privileged|approval","","","41","","4","An architect is designing privileged access for Azure subscriptions under Zero T"
"sc-100-005","1","","","0.98","Y","management-group","management-group","","","31","","5","A new Azure landing zone must continuously evaluate posture against the Microsof"
"sc-100-002","1","","","0.96","Y","email","email","","","31","","4","A CISO wants to consolidate three legacy SIEM products and reduce mean time to r"
"sc-100-015","1","","","0.96","Y","devices","devices|prioritized|actions|trackable","","","40","","3","A board mandates a quantified, prioritized roadmap to improve the organization's"
"sc-100-003","0","","","1.05","","","","","","32","","5","External partners must access a curated set of internal applications using crede"
"sc-100-009","0","","","1.03","","","","","","25","","4","Developers must scan repositories for secrets and vulnerable dependencies, block"
"sc-100-013","0","","","1.03","","","","","","43","","4","A Zero Trust network strategy for Azure PaaS data services must ensure that traf"
"sc-100-014","0","","","1.01","","","","","","40","","4","An architect must design API security so that a customer-facing API published th"
"sc-100-010","0","","","0.99","","","","","","30","","5","Sensitive financial documents must be auto-classified, encrypted at rest and in "
"sc-100-004","0","","","0.95","","","","","","34","","4","An organization in scope of PCI DSS and HIPAA needs a single view of control cov"
