id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"pl-400-007","2","Y","","1.59","Y","regional","regional|read|write|corporate|users","","","45","","4","An administrator wants users in a regional team to read and write only the recor"
"pl-400-010","2","Y","","1.47","Y","queue","queue|asynchronously","","","47","","4","A developer must publish every Dataverse Account create and update event onto an"
"pl-400-011","2","Y","","1.46","Y","authenticated","authenticated","","","44","","5","A back-end service running outside Microsoft 365 needs to call the Dataverse Web"
"pl-400-003","2","Y","","1.45","Y","openapi","openapi|definition|oauth|credentials","","","47","","4","A developer needs to expose a third-party REST API that uses OAuth 2.0 client cr"
"pl-400-005","2","Y","","1.41","Y","generated","generated|flows","","","50","","4","A solution architect must choose between a canvas app and a model-driven app. Th"
"pl-400-009","2","Y","","1.2","Y","components","components","","","51","","4","A team has built a solution in their development environment containing a custom"
"pl-400-012","1","Y","","1.55","","","","","","44","","4","A plug-in must call an external HTTPS API and parse the JSON response. The devel"
"pl-400-001","1","Y","","1.4","","","","","","53","","4","A developer is registering a synchronous plug-in that must roll the database wri"
"pl-400-004","1","Y","","1.38","","","","","","67","","5","A maker requires that whenever an Opportunity is set to Won, the related Account"
"pl-400-008","1","Y","","1.24","","","","","","49","","4","A developer is wiring a Power Automate cloud flow that must fire as soon as any "
"pl-400-002","1","Y","","1.16","","","","","","40","","4","A team needs a reusable star-rating control that runs inside both model-driven a"
"pl-400-016","1","","","1.08","Y","name","name|revenue","","","33","","3","A developer must query Dataverse for the 50 most recently modified active accoun"
"pl-400-018","1","","","0.97","Y","clean","clean","","","35","","3","A solution is ready to ship to a customer who must NOT be able to edit its compo"
"pl-400-013","1","","","0.96","Y","after","after|transaction","","","45","","3","A plug-in must run AFTER an Account is created and the database transaction has "
"pl-400-015","1","","","0.89","Y","context","context","","","38","","3","A Power Apps component framework (PCF) code component must read and write the bo"
"pl-400-019","0","","","1.13","","","","","","31","","3","A model-driven form must call a developer's TypeScript function on field change "
"pl-400-017","0","","","1.1","","","","","","28","","3","An external system must be notified within seconds whenever a Dataverse Case is "
"pl-400-022","0","","","1.07","","","","","","38","","3","A maker needs simple logic — 'when an Opportunity's Probability exceeds 80, set "
"pl-400-006","0","","","1.03","","","","","","35","","4","A developer needs to retrieve the top 50 active contacts from a custom Web API c"
"pl-400-014","0","","","0.99","","","","","","33","","3","In a plug-in's pre-operation Update step, a developer needs the value a field he"
"pl-400-020","0","","","0.99","","","","","","36","","3","A custom API and several plug-ins in production are throwing intermittent errors"
"pl-400-021","0","","","0.99","","","","","","24","","3","A registered service must call the Dataverse Web API unattended (no signed-in us"
