id,hits,lengthTell,lengthRatio,keywordTell,keywordWord,keywordAll,recallOnly,stemWords,underTagged,tagCount,stemPreview
"pl-300-010","1","Y","1.18","","","","","39","","4","Each regional sales manager must open the same published report but see only the"
"pl-300-003","1","Y","1.15","","","","","49","","4","A sales fact table holds eight years of history and grows every day. Import refr"
"pl-300-006","0","","1.13","","","","","36","","4","An analyst needs a 'Total Revenue' value that recalculates dynamically as users "
"pl-300-011","0","","1.08","","","","","45","","4","A report is published to the Power BI service and connects to a SQL Server datab"
"pl-300-002","0","","0.92","","","","","48","","4","Before building a model, an analyst wants a quick visual summary in Power Query "
"pl-300-007","0","","0.92","","","","","45","","4","An analyst must build a measure that shows each product category's sales as a pe"
"pl-300-012","0","","0.9","","","","","38","","4","An analyst has finished a workspace containing several related reports and dashb"
"pl-300-009","0","","0.78","","","","","31","","4","An analyst wants a visual that automatically analyzes the data and ranks which c"
"pl-300-008","0","","0.71","","","","","39","","4","Report consumers want to right-click a bar that represents a specific customer a"
"pl-300-004","0","","0.7","","","","","41","","4","An analyst inherits a model where a Product dimension is split into separate Pro"
"pl-300-005","0","","0.67","","","","","41","","4","A model has a dedicated Calendar table related to the Sales table. Time intellig"
"pl-300-001","0","","0.61","","","","","64","","4","An analyst imports a 40-million-row table from a SQL Server database into Power "
