id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"dp100-011","2","Y","","1.56","Y","pipeline","pipeline","","","34","","4","You are composing a multi-step Azure ML v2 pipeline (prep → train → evaluate). W"
"dp100-012","2","Y","","1.4","Y","custom","custom","","","37","","4","Your training script depends on a specific PyTorch and CUDA combination. You wan"
"dp100-004","2","Y","","1.3","Y","recall","recall","","","33","","4","You submit an Automated ML classification job in Azure ML and want to ensure the"
"dp100-008","2","Y","","1.18","Y","traffic","traffic","","","39","","4","Your team needs low-latency real-time scoring with traffic splitting between a c"
"dp100-013","2","","Y","0.78","Y","nodes","nodes","","","27","","3","A training workload runs a few times per week, needs 4 GPU nodes while running, "
"dp100-010","1","Y","","1.42","","","","","","33","","5","A stakeholder asks for per-feature contribution explanations on individual predi"
"dp100-007","1","Y","","1.2","","","","","","42","","4","Inside a training script running on Azure ML you want to log parameters, metrics"
"dp100-009","1","Y","","1.15","","","","","","42","","4","You need a single, low-cost path to score 10 million records overnight from file"
"dp100-016","1","","","1.13","","","","","Y","14","","3","In Azure ML, what is the difference between a datastore and a data asset?"
"dp100-022","1","","","1.08","Y","command","command","","","27","","3","Using the Azure ML Python SDK v2, which job type do you submit to run a single t"
"dp100-015","1","","","1","Y","creating","creating","","","27","","3","Training has produced a model file the team wants to version, share across the w"
"dp100-002","1","","","0.98","Y","single-user","single-user","","","34","","3","A data scientist needs an always-available, single-user development environment "
"dp100-005","1","","Y","0.67","","","","","","18","","3","Which import path corresponds to the supported Azure ML Python SDK v2 client use"
"dp100-017","1","","Y","0.24","","","","","","30","","3","A business analyst with no Python experience must assemble a training pipeline b"
"dp100-003","0","","","1.09","","","","","","48","","4","You want to define a reusable, schema-rich data asset that points at multiple Pa"
"dp100-006","0","","","1.09","","","","","","33","","4","You want to run a hyperparameter search across a large continuous learning-rate "
"dp100-021","0","","","1.08","","","","","","24","","3","Security policy forbids embedding storage account keys in code or job configurat"
"dp100-018","0","","","1.03","","","","","","29","","3","Months after deployment, a model's accuracy is degrading. The team suspects the "
"dp100-019","0","","","1.03","","","","","","22","","3","You submit an AutoML classification job with training data but no validation dat"
"dp100-001","0","","","1","","","","","","28","","3","You are bootstrapping an Azure Machine Learning workspace. Which set of associat"
"dp100-020","0","","","0.93","","","","","","30","","3","Stakeholders want one view that combines model performance broken down by demogr"
"dp100-014","0","","","0.91","","","","","","33","","3","During a hyperparameter sweep you want Azure ML to stop runs whose primary metri"
