id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"sc400-010","2","Y","","2.11","Y","rule","rule|internal","","","50","","4","Your DLP policy correctly detects Australian tax file numbers (TFN) but is gener"
"sc400-008","2","Y","","2.02","Y","meetings","meetings","","","58","","4","A sensitivity label must be applied to Teams meetings and their chats so that sh"
"sc400-012","2","Y","","1.98","Y","scope","scope","","","48","","4","You publish a new sensitivity label but users in a specific country subsidiary r"
"sc400-006","2","Y","","1.39","Y","review","review|threading","","","45","","4","During an eDiscovery (Premium) case you must collect from a custodian's mailbox,"
"sc400-011","2","Y","","1.39","Y","confidential","confidential|internal","","","31","","4","Marketing wants to freely email presentations to external partners, but Engineer"
"sc400-002","2","Y","","1.37","Y","credit-card","credit-card|usb|approved|vendor","","","38","","4","A DLP policy must prevent users from copying files containing credit-card number"
"sc400-005","2","Y","","1.35","Y","supervised","supervised|sample|phrases","","","51","","3","A regulated bank must review outbound Microsoft Teams chat and Exchange Online m"
"sc400-004","2","Y","","1.29","Y","departing","departing|resignation","","","42","","3","You want alerts when a departing employee — flagged by HR (Workday) as having su"
"sc400-001","2","Y","","1.23","Y","legal","legal","","","65","","4","Your organisation wants every Word, Excel and PowerPoint document that contains "
"sc400-003","2","Y","","1.16","Y","end","end","","","42","","4","Legal requires financial reports to be retained for exactly 7 years starting fro"
"sc400-007","1","Y","","1.36","","","","","","41","","3","You need a durable, tamper-evident audit trail of high-value activities — mailbo"
"sc400-009","1","","","1.06","Y","bankers","bankers|analysts","","","26","","3","Regulatory rules forbid investment bankers and equity-research analysts in your "
