id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"sc300-006","2","Y","","1.36","Y","respond","respond","","","38","","3","Membership of the ""Finance-Reports"" Microsoft Entra security group must be recer"
"sc300-005","2","Y","","1.29","Y","approval","approval|justification|hour","","","43","","4","A helpdesk operator needs to be able to elevate to the Global Administrator role"
"sc300-012","2","","Y","0.85","Y","clients","clients","","","29","","3","Sign-in logs show password-spray attempts succeeding past MFA because attackers "
"sc300-010","1","Y","","1.38","","","","","","53","","4","Internal employees must be able to request a bundle that grants membership in a "
"sc300-013","1","","","1.12","","","","","Y","15","","3","In Microsoft Entra ID Protection, what is the difference between SIGN-IN risk an"
"sc300-009","1","","","1.1","Y","azure","azure","","","42","","4","An Azure Function must read secrets from Azure Key Vault during execution. No cr"
"sc300-003","1","","","1.04","Y","methods","methods","","","40","","4","Your security team wants to eliminate passwords for staff who sign in from share"
"sc300-016","1","","","1.01","Y","reset","reset|methods","","","32","","3","You want users to be able to reset their own forgotten passwords after verifying"
"sc300-022","1","","","0.99","Y","phishing-resistant","phishing-resistant","","","26","","3","Security mandates that access to the payroll application require PHISHING-RESIST"
"sc300-007","1","","","0.93","Y","single-page","single-page","","","46","","5","You are registering a single-page application written in React that signs users "
"sc300-014","1","","Y","0.35","","","","","","28","","3","A company syncing identities from AD DS wants users to authenticate to Entra ID "
"sc300-020","1","","Y","0.35","","","","","","27","","3","Helpdesk staff must reset passwords and re-register MFA for standard users only "
"sc300-001","0","","","1.11","","","","","","46","","4","A multinational firm collaborates with external auditors who need temporary acce"
"sc300-002","0","","","1.11","","","","","","36","","4","You must require multifactor authentication for users signing in to any Microsof"
"sc300-011","0","","","1.1","","","","","","23","","3","While rolling out conditional access policies tenant-wide, what should you do FI"
"sc300-021","0","","","1.05","","","","","","30","","3","Compliance requires keeping Entra sign-in logs for two years and querying them w"
"sc300-019","0","","","1","","","","","","26","","3","New employees in the 'Engineering-EU' group must automatically receive Microsoft"
"sc300-018","0","","","0.98","","","","","","27","","3","A SaaS vendor's application appears in the Entra application gallery and support"
"sc300-004","0","","","0.96","","","","","","51","","3","You enable a sign-in risk policy in Microsoft Entra ID Protection that requires "
"sc300-008","0","","","0.96","","","","","","56","","4","A company runs Active Directory Domain Services on-premises and wants users to s"
"sc300-017","0","","","0.95","","","","","","24","","3","A new line-of-business application requests the Microsoft Graph application perm"
"sc300-015","0","","","0.92","","","","","","31","","3","Every user whose department attribute equals 'Sales' must automatically appear i"
