id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"dp300-018","2","Y","","1.76","Y","client","client|columns","","","22","","4","Sensitive columns (SSNs) must be unreadable even to the DBA and only decrypted b"
"dp300-013","2","Y","","1.65","Y","back","back","","","35","","4","A production Azure SQL Database experiences intermittent CPU saturation only dur"
"dp300-019","2","Y","","1.54","Y","automatically","automatically","","","27","","4","After enabling automatic tuning, the team notices SQL created and dropped indexe"
"dp300-016","2","Y","","1.5","Y","secret","secret","","","21","","4","An application must connect to Azure SQL Database without any password or secret"
"dp300-011","2","Y","","1.26","Y","replica","replica","","","45","","4","A reporting application repeatedly runs long SELECT queries against an Azure SQL"
"dp300-012","2","Y","","1.26","Y","window","window","","","46","","4","A production Azure SQL Database currently uses the default Azure-chosen maintena"
"dp300-003","2","","Y","0.74","Y","encrypted","encrypted","","","39","","4","Regulators require that credit-card numbers stored in an Azure SQL Database rema"
"dp300-022","1","Y","","1.79","","","","","","30","","4","An elastic pool hosts 50 databases with spiky, uncorrelated workloads. One datab"
"dp300-020","1","Y","","1.62","","","","","","28","","4","A DBA must centralize audit logs from dozens of Azure SQL Databases for long-ter"
"dp300-017","1","Y","","1.55","","","","","","32","","4","A DBA needs to give analysts fast reporting reads that never contend with the OL"
"dp300-021","1","Y","","1.51","","","","","","27","","4","A large table's point-in-time restore is needed to 10 minutes before an accident"
"dp300-014","1","Y","","1.48","","","","","","33","","4","A DBA must ensure a single Azure SQL Database can survive a full region outage w"
"dp300-015","1","","","1.05","Y","good","good|plan","","","35","","4","Query Store shows a specific query regressed after a plan change: an older plan "
"dp300-008","1","","","1.03","Y","configure","configure","","","29","","4","Compliance requires you to retain weekly full backups of an Azure SQL Database f"
"dp300-009","1","","Y","0.76","","","","","","41","","4","You want Azure SQL Database to automatically detect query regressions caused by "
"dp300-010","1","","Y","0.64","","","","","","44","","4","An auditor requires that every successful and failed login, plus every change to"
"dp300-004","1","","Y","0.55","","","","","","42","","4","Two Azure SQL Databases are deployed to a primary region and a secondary region "
"dp300-006","1","","Y","0.47","","","","","","48","","4","A SaaS workload has 200 small Azure SQL Databases with bursty, unpredictable act"
"dp300-005","1","","Y","0.37","","","","","","52","","4","Users report intermittent slow response from a stored procedure on Azure SQL Dat"
"dp300-001","0","","","1.12","","","","","","46","","4","An Azure SQL Database is on the General Purpose service tier with default settin"
"dp300-002","0","","","0.85","","","","","","34","","4","A new Azure SQL Database must hold up to 75 TB of data, support near-instant dat"
"dp300-007","0","","","0.82","","","","","","36","","4","You must migrate an on-premises SQL Server database to Azure with minimal code c"
