id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"pl-200-010","2","Y","","1.42","Y","configure","configure|filters|pass","","","48","","4","A consultant needs to surface an interactive Power BI report inside a model-driv"
"pl-200-008","2","Y","","1.31","Y","many","many","","","57","","4","A Dataverse data model has an Account table and a Contact table. Each Contact mu"
"pl-200-004","2","Y","","1.3","Y","required","required","","","56","","4","A sales manager wants every opportunity to follow the same guided journey — Qual"
"pl-200-006","2","Y","","1.24","Y","read","read|write|unit|delete","","","54","","4","A consultant must grant a group of customer-service agents the ability to create"
"pl-200-012","2","Y","","1.23","Y","invoice","invoice|extract|line|items|pdfs","","","63","","4","A consultant must process scanned supplier invoices that arrive as PDFs. The bot"
"pl-200-007","2","Y","","1.19","Y","non-production","non-production|reset","","","63","","4","A team is starting work on a brand-new customer-feedback solution. They want an "
"pl-200-011","1","Y","","1.45","","","","","","53","","4","A consultant is building a customer-support chatbot in Microsoft Copilot Studio "
"pl-200-002","1","","","1.14","Y","layout","layout","","","36","","4","A field-service team needs a tablet app that lets technicians photograph equipme"
"pl-200-020","1","","","1.1","Y","columns","columns","","","30","","3","Sales reps need a list in the model-driven app showing only THEIR open opportuni"
"pl-200-022","1","","","1.01","Y","area","area","","","28","","3","A model-driven app must gain a new navigation area called 'Quality' containing t"
"pl-200-003","1","","","0.97","Y","time","time","","","34","","4","A consultant needs a Power Automate flow that runs every weekday at 06:00 local "
"pl-200-016","1","","","0.96","Y","read","read","","","39","","3","Only the payroll team may see the 'Salary' column on the Employee table — all ot"
"pl-200-017","1","","","0.89","Y","value","value","","","40","","3","A solution moving between Dev, Test and Prod calls an external API whose base UR"
"pl-200-018","1","","","0.89","Y","connections","connections","","","39","","3","After importing a managed solution into Test, its cloud flows are off and a bann"
"pl-200-019","1","","","0.87","Y","load","load","","","36","","3","Product data must be pulled from an external SQL database into Dataverse every n"
"pl-200-021","0","","","1.21","","","","","","41","","3","Compliance asks who changed the 'Credit limit' value on a specific Account three"
"pl-200-009","0","","","1.07","","","","","","52","","4","Purchase requests in a Dataverse table must be approved by the requester's manag"
"pl-200-005","0","","","1.05","","","","","","44","","4","A consultant is preparing to move a Power Platform customisation from a Developm"
"pl-200-001","0","","","1.04","","","","","","55","","4","A functional consultant is modelling a Dataverse table that must store the count"
"pl-200-014","0","","","1.04","","","","","","35","","3","Two requirements: (a) a 'Days open' column computed from Created On and today's "
"pl-200-013","0","","","1","","","","","","36","","3","On the Case form, the 'Refund amount' column must become required and visible on"
"pl-200-015","0","","","1","","","","","","38","","3","Service agents keep creating Contact records that already exist. The consultant "
