id,hits,lengthTell,shortTell,lengthRatio,keywordTell,keywordWord,keywordAll,selfDefeat,recallOnly,stemWords,underTagged,tagCount,stemPreview
"dp203-007","2","Y","","1.71","Y","rows","rows","","","26","","4","An Azure Data Factory pipeline must copy only rows inserted or changed since the"
"dp203-006","1","Y","","1.73","","","","","","40","","4","You want to run ad-hoc T-SQL queries directly over Parquet files in Azure Data L"
"dp203-011","1","Y","","1.63","","","","","","35","","4","In a dedicated SQL pool, each regional manager must see only the sales rows for "
"dp203-003","1","Y","","1.55","","","","","","34","","4","You are provisioning an Azure Storage account that will serve as a data lake for"
"dp203-012","1","Y","","1.39","","","","","","31","","4","An Azure Data Factory pipeline must authenticate to Azure Data Lake Storage Gen2"
"dp203-004","1","Y","","1.32","","","","","","32","","4","Queries against a large Parquet dataset in your data lake almost always filter b"
"dp203-021","1","","","1.02","Y","device","device","","","30","","3","Telemetry from thousands of devices flows through Azure Event Hubs, and downstre"
"dp203-018","1","","","0.99","","","","","Y","15","","3","A lakehouse follows the medallion architecture. What distinguishes the BRONZE la"
"dp203-001","1","","","0.98","Y","customerkey","customerkey","","","38","","4","You are loading a multi-terabyte sales fact table into a dedicated SQL pool in A"
"dp203-022","1","","","0.98","Y","on-call","on-call","","","28","","3","The on-call engineer must be paged whenever any production ADF pipeline run fail"
"dp203-016","1","","","0.88","Y","delta","delta","","","37","","3","A Delta Lake table in Databricks was corrupted by a bad merge at 14:30. The team"
"dp203-002","1","","Y","0.59","","","","","","43","","4","A 50 MB product dimension table in a dedicated SQL pool is joined to many large "
"dp203-020","1","","Y","0.35","","","","","","39","","3","An ADF pipeline must run for every hourly slice of data, support automatic backf"
"dp203-014","1","","Y","0.33","","","","","","27","","3","For bulk-loading Parquet files from ADLS Gen2 into a dedicated SQL pool table, w"
"dp203-005","0","","","1.1","","","","","","36","","4","You need a file format for large analytical tables in the data lake that stores "
"dp203-009","0","","","1.06","","","","","","39","","4","In Azure Databricks you must incrementally ingest new files as they land in a Da"
"dp203-008","0","","","1.05","","","","","","32","","4","In an Azure Stream Analytics job you must report the event count for each fixed,"
"dp203-015","0","","","0.99","","","","","","32","","3","A Customer dimension must preserve full history: when a customer's segment chang"
"dp203-017","0","","","0.98","","","","","","33","","3","In Azure Stream Analytics, support-chat events for one visitor arrive in bursts;"
"dp203-013","0","","","0.95","","","","","","29","","3","An Azure Data Factory pipeline must copy data from a SQL Server instance that li"
"dp203-019","0","","","0.93","","","","","","28","","3","A transformation step requires Python with scikit-learn over a few hundred gigab"
"dp203-010","0","","","0.92","","","","","","36","","3","Support staff must see customer email addresses with most characters hidden (for"
